train_id,source,destination,travel_class,quota,current_wl,days_to_journey,day_of_week,is_weekend,historical_confirmation_rate,historical_cancellation_rate,confirmed
12840,Chennai,Howrah,SL,GN,58,3,4,0,0.761,0.176,0
12951,Mumbai,Delhi,CC,GN,8,18,1,0,0.848,0.239,1
12008,Bengaluru,Chennai,3A,GN,40,25,1,0,0.88,0.249,1
12007,Chennai,Bengaluru,2A,GN,25,17,4,0,0.935,0.163,1
12007,Chennai,Bengaluru,3A,GN,32,18,3,0,0.816,0.278,1
12952,Delhi,Mumbai,2A,GN,10,6,0,0,0.772,0.144,1
12622,New Delhi,Chennai,2A,GN,8,10,0,0,0.714,0.238,1
12007,Chennai,Bengaluru,SL,GN,12,26,6,1,0.626,0.03,1
12622,New Delhi,Chennai,CC,GN,29,18,6,1,0.748,0.064,0
12622,New Delhi,Chennai,SL,GN,38,14,5,1,0.764,0.312,0
12008,Bengaluru,Chennai,CC,GN,11,17,2,0,0.705,0.03,0
12840,Chennai,Howrah,2A,TQ,29,9,1,0,0.778,0.184,1
12007,Chennai,Bengaluru,CC,GN,19,5,6,1,0.761,0.148,0
12622,New Delhi,Chennai,3A,GN,10,6,4,0,0.94,0.03,1
12622,New Delhi,Chennai,CC,GN,8,13,0,0,0.893,0.124,1
12839,Howrah,Chennai,CC,GN,11,2,1,0,0.753,0.216,1
12839,Howrah,Chennai,CC,TQ,58,28,6,1,0.736,0.145,0
12621,Chennai,New Delhi,3A,GN,38,12,0,0,0.875,0.202,0
12840,Chennai,Howrah,SL,TQ,29,18,4,0,0.731,0.253,0
12839,Howrah,Chennai,CC,GN,30,11,4,0,0.791,0.224,0
12008,Bengaluru,Chennai,SL,GN,39,22,3,0,0.794,0.216,1
12622,New Delhi,Chennai,CC,GN,54,8,6,1,0.788,0.199,0
12952,Delhi,Mumbai,CC,GN,56,2,2,0,0.74,0.142,0
12951,Mumbai,Delhi,3A,GN,51,30,6,1,0.77,0.202,1
12840,Chennai,Howrah,SL,TQ,50,23,2,0,0.86,0.28,0
12007,Chennai,Bengaluru,SL,GN,8,14,6,1,0.621,0.146,1
12952,Delhi,Mumbai,CC,GN,27,19,1,0,0.865,0.128,1
12007,Chennai,Bengaluru,SL,GN,14,17,3,0,0.923,0.175,1
12951,Mumbai,Delhi,CC,TQ,31,23,2,0,0.838,0.072,1
12007,Chennai,Bengaluru,2A,GN,1,6,6,1,0.796,0.24,1
12951,Mumbai,Delhi,SL,GN,32,21,2,0,0.892,0.2,1
12951,Mumbai,Delhi,3A,GN,3,2,3,0,0.81,0.13,1
12007,Chennai,Bengaluru,3A,GN,30,27,2,0,0.962,0.147,1
12951,Mumbai,Delhi,CC,GN,4,24,6,1,0.721,0.19,1
12952,Delhi,Mumbai,SL,GN,19,4,3,0,0.914,0.099,0
12008,Bengaluru,Chennai,2A,GN,56,24,5,1,0.873,0.242,0
12951,Mumbai,Delhi,3A,GN,15,8,5,1,0.764,0.172,0
12951,Mumbai,Delhi,3A,TQ,56,6,0,0,0.63,0.213,0
12007,Chennai,Bengaluru,CC,GN,2,15,5,1,0.748,0.175,0
12952,Delhi,Mumbai,2A,GN,19,29,1,0,0.922,0.249,1
12839,Howrah,Chennai,2A,GN,20,23,0,0,0.718,0.282,1
12622,New Delhi,Chennai,2A,GN,8,16,2,0,0.796,0.085,1
12839,Howrah,Chennai,CC,GN,53,23,2,0,0.823,0.251,0
12622,New Delhi,Chennai,SL,GN,29,7,4,0,0.848,0.161,0
12952,Delhi,Mumbai,3A,GN,32,4,6,1,0.906,0.193,0
12622,New Delhi,Chennai,3A,GN,17,26,0,0,0.713,0.201,1
12951,Mumbai,Delhi,SL,GN,21,6,5,1,0.758,0.114,0
12008,Bengaluru,Chennai,3A,TQ,51,10,4,0,0.633,0.224,0
12839,Howrah,Chennai,2A,GN,52,20,3,0,0.88,0.224,1
12840,Chennai,Howrah,2A,GN,45,1,2,0,0.795,0.249,0
12839,Howrah,Chennai,SL,GN,17,16,4,0,0.768,0.24,0
12622,New Delhi,Chennai,2A,GN,46,28,6,1,0.684,0.047,0
12840,Chennai,Howrah,3A,GN,48,20,5,1,0.816,0.165,0
12951,Mumbai,Delhi,CC,GN,42,19,1,0,0.98,0.237,1
12952,Delhi,Mumbai,CC,GN,49,13,0,0,0.694,0.314,0
12622,New Delhi,Chennai,2A,GN,1,5,6,1,0.833,0.261,1
12840,Chennai,Howrah,SL,GN,26,23,5,1,0.948,0.053,1
12007,Chennai,Bengaluru,CC,GN,25,29,6,1,0.695,0.279,1
12007,Chennai,Bengaluru,2A,GN,44,15,2,0,0.747,0.18,1
12622,New Delhi,Chennai,3A,GN,45,21,2,0,0.748,0.03,0
12839,Howrah,Chennai,SL,GN,46,19,3,0,0.809,0.133,0
12621,Chennai,New Delhi,2A,GN,24,22,0,0,0.898,0.129,1
12952,Delhi,Mumbai,SL,TQ,9,11,1,0,0.884,0.065,1
12951,Mumbai,Delhi,2A,GN,50,27,3,0,0.683,0.109,1
12007,Chennai,Bengaluru,2A,TQ,42,13,6,1,0.664,0.183,0
12952,Delhi,Mumbai,2A,GN,24,17,0,0,0.71,0.229,0
12621,Chennai,New Delhi,2A,GN,48,25,6,1,0.76,0.246,0
12007,Chennai,Bengaluru,3A,GN,3,26,0,0,0.82,0.231,1
12951,Mumbai,Delhi,3A,GN,21,6,5,1,0.618,0.056,0
12622,New Delhi,Chennai,CC,GN,39,4,1,0,0.556,0.193,0
12840,Chennai,Howrah,3A,GN,20,23,3,0,0.76,0.164,1
12622,New Delhi,Chennai,2A,GN,25,4,2,0,0.625,0.162,0
12622,New Delhi,Chennai,2A,GN,13,3,0,0,0.723,0.144,0
12952,Delhi,Mumbai,SL,GN,25,14,4,0,0.649,0.131,1
12951,Mumbai,Delhi,CC,GN,48,27,1,0,0.976,0.261,1
12840,Chennai,Howrah,SL,GN,30,5,3,0,0.805,0.27,0
12007,Chennai,Bengaluru,CC,GN,38,6,4,0,0.979,0.242,1
12007,Chennai,Bengaluru,3A,GN,13,23,3,0,0.812,0.17,1
12622,New Delhi,Chennai,3A,GN,60,20,2,0,0.889,0.07,0
12951,Mumbai,Delhi,3A,GN,19,24,2,0,0.736,0.163,0
12951,Mumbai,Delhi,CC,GN,1,18,5,1,0.788,0.039,1
12008,Bengaluru,Chennai,3A,TQ,48,18,3,0,0.67,0.296,0
12621,Chennai,New Delhi,SL,GN,11,26,5,1,0.795,0.26,1
12621,Chennai,New Delhi,3A,GN,17,24,0,0,0.719,0.109,1
12008,Bengaluru,Chennai,CC,GN,4,12,2,0,0.811,0.173,1
12952,Delhi,Mumbai,SL,GN,31,15,2,0,0.923,0.297,0
12621,Chennai,New Delhi,3A,GN,13,17,3,0,0.647,0.288,1
12951,Mumbai,Delhi,3A,GN,25,4,3,0,0.799,0.245,0
12008,Bengaluru,Chennai,2A,TQ,13,23,6,1,0.758,0.242,0
12840,Chennai,Howrah,3A,GN,31,29,5,1,0.698,0.25,1
12839,Howrah,Chennai,CC,GN,27,2,2,0,0.872,0.318,0
12839,Howrah,Chennai,3A,TQ,1,29,2,0,0.789,0.192,1
12840,Chennai,Howrah,SL,GN,52,29,4,0,0.76,0.366,0
12839,Howrah,Chennai,CC,GN,17,15,1,0,0.766,0.184,1
12621,Chennai,New Delhi,3A,GN,35,27,4,0,0.762,0.116,1
12622,New Delhi,Chennai,CC,GN,58,23,4,0,0.846,0.311,0
12839,Howrah,Chennai,SL,TQ,52,24,0,0,0.899,0.211,1
12008,Bengaluru,Chennai,3A,GN,13,1,6,1,0.98,0.249,0
12840,Chennai,Howrah,SL,GN,20,7,6,1,0.809,0.127,0
12840,Chennai,Howrah,SL,GN,56,6,1,0,0.882,0.123,1
12840,Chennai,Howrah,2A,TQ,47,20,4,0,0.98,0.117,0
12008,Bengaluru,Chennai,2A,GN,46,10,5,1,0.902,0.155,0
12952,Delhi,Mumbai,CC,GN,6,20,6,1,0.707,0.03,1
12007,Chennai,Bengaluru,SL,GN,28,3,4,0,0.814,0.124,0
12007,Chennai,Bengaluru,CC,GN,56,26,1,0,0.821,0.129,0
12840,Chennai,Howrah,SL,GN,40,11,3,0,0.812,0.164,0
12008,Bengaluru,Chennai,2A,TQ,59,8,6,1,0.685,0.241,0
12621,Chennai,New Delhi,SL,GN,49,24,3,0,0.769,0.16,1
12840,Chennai,Howrah,CC,GN,34,3,2,0,0.737,0.174,0
12840,Chennai,Howrah,SL,GN,28,5,2,0,0.959,0.202,1
12622,New Delhi,Chennai,2A,GN,29,7,5,1,0.68,0.118,0
12951,Mumbai,Delhi,CC,GN,53,7,1,0,0.861,0.03,0
12008,Bengaluru,Chennai,CC,GN,23,29,6,1,0.825,0.182,1
12840,Chennai,Howrah,SL,GN,56,18,0,0,0.828,0.149,1
12622,New Delhi,Chennai,SL,GN,47,5,2,0,0.934,0.257,0
12840,Chennai,Howrah,2A,GN,12,11,1,0,0.686,0.227,1
12008,Bengaluru,Chennai,SL,GN,16,14,4,0,0.743,0.227,1
12952,Delhi,Mumbai,2A,TQ,20,28,1,0,0.769,0.061,0
12840,Chennai,Howrah,3A,GN,10,11,3,0,0.928,0.212,1
12621,Chennai,New Delhi,CC,GN,13,4,2,0,0.781,0.14,1
12621,Chennai,New Delhi,SL,GN,12,25,1,0,0.797,0.123,1
12622,New Delhi,Chennai,CC,GN,44,5,0,0,0.914,0.163,0
12621,Chennai,New Delhi,2A,GN,34,25,3,0,0.867,0.17,0
12952,Delhi,Mumbai,SL,GN,11,3,5,1,0.742,0.115,0
12840,Chennai,Howrah,SL,GN,7,17,3,0,0.812,0.095,0
12951,Mumbai,Delhi,SL,GN,46,19,4,0,0.816,0.209,0
12621,Chennai,New Delhi,CC,GN,16,20,2,0,0.794,0.182,0
12952,Delhi,Mumbai,3A,GN,34,8,6,1,0.87,0.21,0
12952,Delhi,Mumbai,SL,TQ,46,29,5,1,0.728,0.268,0
12840,Chennai,Howrah,2A,GN,14,7,4,0,0.872,0.272,1
12840,Chennai,Howrah,CC,GN,60,13,0,0,0.752,0.101,0
12008,Bengaluru,Chennai,SL,TQ,3,11,1,0,0.69,0.187,1
12952,Delhi,Mumbai,3A,GN,46,5,5,1,0.632,0.054,0
12008,Bengaluru,Chennai,2A,GN,32,8,1,0,0.824,0.166,0
12007,Chennai,Bengaluru,2A,GN,38,15,5,1,0.645,0.169,0
12008,Bengaluru,Chennai,CC,GN,38,26,2,0,0.709,0.218,0
12007,Chennai,Bengaluru,SL,GN,60,26,6,1,0.8,0.197,0
12839,Howrah,Chennai,CC,GN,35,19,2,0,0.852,0.138,1
12951,Mumbai,Delhi,3A,TQ,12,18,5,1,0.685,0.12,1
12622,New Delhi,Chennai,SL,GN,45,1,2,0,0.835,0.191,0
12007,Chennai,Bengaluru,2A,GN,37,17,4,0,0.727,0.187,0
12839,Howrah,Chennai,2A,GN,9,29,4,0,0.834,0.164,1
12007,Chennai,Bengaluru,CC,GN,9,24,4,0,0.654,0.116,0
12008,Bengaluru,Chennai,2A,GN,47,10,2,0,0.777,0.217,0
12007,Chennai,Bengaluru,SL,TQ,22,9,2,0,0.795,0.172,0
12621,Chennai,New Delhi,CC,GN,39,30,4,0,0.698,0.172,1
12951,Mumbai,Delhi,3A,GN,16,11,5,1,0.947,0.124,0
12007,Chennai,Bengaluru,3A,GN,9,18,6,1,0.972,0.109,1
12840,Chennai,Howrah,CC,TQ,15,20,1,0,0.899,0.182,0
12007,Chennai,Bengaluru,3A,GN,27,13,5,1,0.76,0.093,1
12840,Chennai,Howrah,2A,GN,49,27,0,0,0.867,0.217,1
12951,Mumbai,Delhi,SL,GN,32,24,1,0,0.847,0.291,1
12839,Howrah,Chennai,CC,GN,60,25,1,0,0.72,0.135,0
12839,Howrah,Chennai,SL,GN,41,22,0,0,0.761,0.29,0
12840,Chennai,Howrah,SL,GN,20,23,6,1,0.851,0.276,1
12840,Chennai,Howrah,SL,GN,52,19,4,0,0.795,0.131,0
12621,Chennai,New Delhi,3A,GN,41,10,3,0,0.748,0.363,0
12951,Mumbai,Delhi,2A,TQ,17,7,5,1,0.814,0.26,0
12622,New Delhi,Chennai,2A,GN,43,11,5,1,0.73,0.069,1
12840,Chennai,Howrah,2A,TQ,39,8,5,1,0.731,0.171,0
12008,Bengaluru,Chennai,3A,GN,10,10,6,1,0.915,0.242,1
12839,Howrah,Chennai,2A,GN,9,11,6,1,0.749,0.147,1
12007,Chennai,Bengaluru,2A,GN,1,10,6,1,0.917,0.125,0
12622,New Delhi,Chennai,SL,GN,15,25,4,0,0.81,0.064,1
12007,Chennai,Bengaluru,2A,GN,18,23,3,0,0.714,0.193,1
12008,Bengaluru,Chennai,3A,GN,21,19,6,1,0.793,0.204,1
12839,Howrah,Chennai,2A,GN,46,13,6,1,0.851,0.262,0
12007,Chennai,Bengaluru,CC,GN,2,29,4,0,0.799,0.154,0
12622,New Delhi,Chennai,CC,GN,11,2,0,0,0.737,0.285,0
12008,Bengaluru,Chennai,CC,GN,32,21,6,1,0.632,0.03,1
12952,Delhi,Mumbai,3A,GN,14,11,2,0,0.949,0.035,1
12622,New Delhi,Chennai,SL,GN,35,13,6,1,0.776,0.03,1
12008,Bengaluru,Chennai,SL,GN,2,13,0,0,0.896,0.191,1
12952,Delhi,Mumbai,SL,GN,58,25,0,0,0.765,0.222,1
12952,Delhi,Mumbai,3A,TQ,18,27,4,0,0.658,0.281,0
12952,Delhi,Mumbai,2A,GN,35,16,5,1,0.712,0.167,0
12007,Chennai,Bengaluru,2A,GN,14,14,0,0,0.76,0.256,0
12622,New Delhi,Chennai,CC,TQ,51,7,0,0,0.715,0.241,0
12008,Bengaluru,Chennai,3A,GN,12,9,4,0,0.838,0.21,0
12622,New Delhi,Chennai,SL,GN,45,4,5,1,0.748,0.257,0
12952,Delhi,Mumbai,SL,GN,15,27,0,0,0.819,0.232,1
12840,Chennai,Howrah,CC,TQ,23,8,2,0,0.87,0.192,0
12951,Mumbai,Delhi,2A,GN,42,1,1,0,0.843,0.066,0
12839,Howrah,Chennai,2A,GN,35,8,2,0,0.782,0.055,0
12952,Delhi,Mumbai,SL,GN,2,13,6,1,0.784,0.177,1
12622,New Delhi,Chennai,3A,GN,35,2,1,0,0.972,0.211,0
12007,Chennai,Bengaluru,3A,GN,3,22,0,0,0.858,0.123,1
12840,Chennai,Howrah,SL,GN,18,14,4,0,0.715,0.221,1
12008,Bengaluru,Chennai,CC,GN,49,12,5,1,0.624,0.03,1
12952,Delhi,Mumbai,SL,GN,53,3,4,0,0.759,0.369,0
12008,Bengaluru,Chennai,SL,GN,44,22,4,0,0.738,0.227,1
12621,Chennai,New Delhi,CC,GN,54,21,2,0,0.98,0.269,1
12621,Chennai,New Delhi,2A,GN,18,30,5,1,0.701,0.221,1
12839,Howrah,Chennai,2A,GN,57,15,5,1,0.682,0.19,1
12621,Chennai,New Delhi,SL,GN,41,24,1,0,0.898,0.251,1
12952,Delhi,Mumbai,3A,GN,16,2,4,0,0.701,0.033,1
12622,New Delhi,Chennai,CC,GN,22,5,4,0,0.782,0.152,0
12007,Chennai,Bengaluru,3A,GN,18,18,0,0,0.936,0.161,1
12008,Bengaluru,Chennai,CC,GN,43,5,1,0,0.705,0.143,0
12839,Howrah,Chennai,3A,GN,15,29,1,0,0.786,0.257,1
12007,Chennai,Bengaluru,SL,GN,24,2,2,0,0.804,0.132,0
12007,Chennai,Bengaluru,CC,GN,46,23,6,1,0.735,0.204,1
12839,Howrah,Chennai,SL,GN,9,5,4,0,0.964,0.163,0
12952,Delhi,Mumbai,CC,GN,40,24,3,0,0.85,0.095,0
12621,Chennai,New Delhi,3A,TQ,12,24,1,0,0.733,0.28,1
12007,Chennai,Bengaluru,SL,GN,58,12,3,0,0.887,0.1,0
12952,Delhi,Mumbai,CC,GN,55,26,3,0,0.698,0.228,0
12008,Bengaluru,Chennai,CC,GN,15,21,4,0,0.778,0.125,0
12839,Howrah,Chennai,CC,TQ,57,15,6,1,0.773,0.055,0
12952,Delhi,Mumbai,3A,TQ,1,5,3,0,0.736,0.213,1
12951,Mumbai,Delhi,SL,TQ,38,15,2,0,0.98,0.151,0
12621,Chennai,New Delhi,2A,TQ,57,2,5,1,0.568,0.157,0
12952,Delhi,Mumbai,CC,GN,34,25,5,1,0.886,0.199,1
12840,Chennai,Howrah,CC,GN,58,2,6,1,0.749,0.139,0
12839,Howrah,Chennai,3A,TQ,51,11,3,0,0.779,0.281,0
12008,Bengaluru,Chennai,3A,GN,47,19,3,0,0.98,0.174,1
12952,Delhi,Mumbai,SL,GN,14,7,0,0,0.796,0.294,0
12840,Chennai,Howrah,SL,GN,36,15,4,0,0.643,0.152,0
12840,Chennai,Howrah,3A,TQ,35,20,5,1,0.739,0.228,0
12007,Chennai,Bengaluru,SL,GN,16,8,5,1,0.792,0.222,0
12840,Chennai,Howrah,3A,GN,55,24,1,0,0.871,0.158,0
12007,Chennai,Bengaluru,CC,GN,48,10,6,1,0.764,0.114,0
12008,Bengaluru,Chennai,3A,GN,28,13,6,1,0.763,0.255,1
12622,New Delhi,Chennai,SL,GN,55,22,0,0,0.815,0.159,0
12621,Chennai,New Delhi,CC,GN,20,25,2,0,0.723,0.115,1
12952,Delhi,Mumbai,SL,TQ,6,3,5,1,0.746,0.045,0
12839,Howrah,Chennai,2A,GN,1,5,2,0,0.773,0.15,1
12008,Bengaluru,Chennai,SL,TQ,51,30,3,0,0.777,0.182,1
12840,Chennai,Howrah,CC,GN,4,5,5,1,0.894,0.14,0
12622,New Delhi,Chennai,2A,GN,49,14,1,0,0.75,0.299,0
12839,Howrah,Chennai,CC,GN,43,7,6,1,0.714,0.156,0
12951,Mumbai,Delhi,SL,TQ,23,29,3,0,0.651,0.158,1
12951,Mumbai,Delhi,CC,GN,54,23,3,0,0.744,0.244,0
12621,Chennai,New Delhi,3A,GN,53,1,2,0,0.716,0.269,0
12008,Bengaluru,Chennai,3A,GN,30,17,0,0,0.766,0.295,1
12840,Chennai,Howrah,CC,TQ,50,13,5,1,0.668,0.075,0
12622,New Delhi,Chennai,SL,GN,9,22,4,0,0.693,0.065,1
12008,Bengaluru,Chennai,3A,GN,16,11,5,1,0.751,0.113,1
12952,Delhi,Mumbai,2A,GN,11,18,2,0,0.87,0.18,1
12839,Howrah,Chennai,CC,GN,34,21,6,1,0.774,0.164,0
12621,Chennai,New Delhi,CC,GN,29,6,6,1,0.91,0.256,0
12952,Delhi,Mumbai,CC,GN,22,8,5,1,0.654,0.188,1
12840,Chennai,Howrah,SL,GN,3,5,2,0,0.809,0.115,1
12952,Delhi,Mumbai,SL,GN,38,26,4,0,0.654,0.307,1
12839,Howrah,Chennai,CC,GN,57,5,6,1,0.552,0.148,0
12008,Bengaluru,Chennai,2A,GN,32,16,5,1,0.845,0.03,1
12007,Chennai,Bengaluru,3A,GN,45,10,0,0,0.868,0.158,0
12839,Howrah,Chennai,3A,GN,7,10,4,0,0.692,0.121,0
12621,Chennai,New Delhi,3A,GN,45,17,3,0,0.565,0.112,0
12839,Howrah,Chennai,SL,GN,37,17,2,0,0.887,0.212,1
12951,Mumbai,Delhi,2A,GN,39,19,5,1,0.808,0.086,1
12840,Chennai,Howrah,2A,GN,3,1,6,1,0.632,0.259,1
12952,Delhi,Mumbai,2A,GN,50,17,0,0,0.774,0.132,0
12951,Mumbai,Delhi,SL,GN,41,11,0,0,0.955,0.16,1
12007,Chennai,Bengaluru,2A,GN,43,18,3,0,0.76,0.121,0
12008,Bengaluru,Chennai,3A,GN,35,28,1,0,0.698,0.159,0
12952,Delhi,Mumbai,2A,TQ,19,26,2,0,0.831,0.156,0
12839,Howrah,Chennai,SL,GN,29,17,4,0,0.886,0.113,1
12839,Howrah,Chennai,SL,GN,12,13,1,0,0.728,0.207,0
12952,Delhi,Mumbai,SL,GN,33,10,5,1,0.844,0.297,0
12008,Bengaluru,Chennai,3A,GN,35,24,6,1,0.839,0.29,1
12952,Delhi,Mumbai,SL,GN,28,21,1,0,0.591,0.182,0
12008,Bengaluru,Chennai,2A,TQ,26,25,5,1,0.69,0.121,0
12840,Chennai,Howrah,3A,GN,22,3,0,0,0.517,0.21,0
12622,New Delhi,Chennai,CC,GN,33,5,5,1,0.937,0.143,0
12621,Chennai,New Delhi,CC,TQ,10,27,6,1,0.759,0.218,0
12840,Chennai,Howrah,2A,TQ,56,12,4,0,0.871,0.345,0
12840,Chennai,Howrah,CC,TQ,14,9,6,1,0.74,0.231,1
12621,Chennai,New Delhi,SL,GN,27,27,4,0,0.754,0.071,0
12839,Howrah,Chennai,CC,GN,10,24,2,0,0.593,0.13,1
12952,Delhi,Mumbai,3A,GN,21,22,6,1,0.862,0.2,0
12951,Mumbai,Delhi,SL,GN,56,18,4,0,0.675,0.188,0
12839,Howrah,Chennai,3A,GN,10,4,1,0,0.862,0.25,1
12007,Chennai,Bengaluru,3A,GN,7,26,0,0,0.766,0.13,1
12840,Chennai,Howrah,SL,GN,25,29,2,0,0.853,0.11,1
12622,New Delhi,Chennai,2A,GN,17,22,1,0,0.904,0.22,1
12839,Howrah,Chennai,2A,GN,15,15,2,0,0.86,0.211,1
12008,Bengaluru,Chennai,SL,GN,49,24,4,0,0.861,0.061,0
12952,Delhi,Mumbai,3A,TQ,45,20,0,0,0.958,0.168,0
12622,New Delhi,Chennai,SL,TQ,24,16,0,0,0.69,0.195,1
12622,New Delhi,Chennai,3A,GN,14,22,1,0,0.674,0.128,1
12622,New Delhi,Chennai,3A,GN,6,20,5,1,0.578,0.057,0
12952,Delhi,Mumbai,CC,TQ,51,6,2,0,0.594,0.207,0
12952,Delhi,Mumbai,3A,GN,51,11,2,0,0.703,0.254,0
12008,Bengaluru,Chennai,2A,TQ,9,11,0,0,0.913,0.244,0
12839,Howrah,Chennai,2A,GN,4,7,2,0,0.801,0.03,0
12952,Delhi,Mumbai,3A,GN,25,30,6,1,0.625,0.241,0
12007,Chennai,Bengaluru,2A,GN,16,26,2,0,0.778,0.149,1
12622,New Delhi,Chennai,CC,GN,25,15,4,0,0.842,0.138,1
12622,New Delhi,Chennai,3A,GN,40,24,1,0,0.98,0.207,1
12952,Delhi,Mumbai,2A,GN,56,2,6,1,0.946,0.335,0
12621,Chennai,New Delhi,3A,GN,35,10,6,1,0.85,0.243,0
12007,Chennai,Bengaluru,SL,GN,35,12,0,0,0.827,0.157,0
12839,Howrah,Chennai,2A,TQ,6,25,0,0,0.958,0.227,0
12840,Chennai,Howrah,SL,TQ,5,26,0,0,0.813,0.114,0
12621,Chennai,New Delhi,3A,GN,49,20,4,0,0.791,0.138,1
12621,Chennai,New Delhi,2A,GN,47,7,2,0,0.936,0.137,0
12952,Delhi,Mumbai,CC,GN,30,25,3,0,0.656,0.147,0
12008,Bengaluru,Chennai,CC,GN,35,1,2,0,0.702,0.175,0
12840,Chennai,Howrah,3A,GN,20,9,5,1,0.865,0.162,1
12839,Howrah,Chennai,3A,GN,58,27,3,0,0.863,0.03,1
12008,Bengaluru,Chennai,SL,GN,57,6,0,0,0.744,0.228,0
12008,Bengaluru,Chennai,CC,GN,34,1,0,0,0.71,0.23,0
12008,Bengaluru,Chennai,CC,GN,40,7,3,0,0.76,0.158,0
12007,Chennai,Bengaluru,SL,GN,38,11,6,1,0.617,0.211,0
12839,Howrah,Chennai,SL,GN,57,21,5,1,0.869,0.226,0
12951,Mumbai,Delhi,2A,GN,4,27,5,1,0.738,0.045,1
12840,Chennai,Howrah,SL,GN,41,4,0,0,0.644,0.092,0
12007,Chennai,Bengaluru,CC,GN,23,25,5,1,0.945,0.151,1
12007,Chennai,Bengaluru,CC,GN,16,19,4,0,0.678,0.22,0
12951,Mumbai,Delhi,CC,GN,58,27,3,0,0.848,0.157,0
12007,Chennai,Bengaluru,CC,GN,5,4,6,1,0.787,0.239,1
12840,Chennai,Howrah,CC,TQ,4,13,1,0,0.952,0.17,1
12839,Howrah,Chennai,CC,GN,23,12,2,0,0.739,0.144,0
12007,Chennai,Bengaluru,2A,GN,28,23,1,0,0.759,0.243,0
12621,Chennai,New Delhi,CC,GN,21,8,0,0,0.7,0.168,0
12952,Delhi,Mumbai,CC,GN,17,20,2,0,0.711,0.167,1
12621,Chennai,New Delhi,2A,TQ,40,20,4,0,0.68,0.146,1
12951,Mumbai,Delhi,2A,TQ,36,1,5,1,0.612,0.114,0
12951,Mumbai,Delhi,2A,GN,25,3,5,1,0.731,0.137,0
12839,Howrah,Chennai,SL,GN,43,20,4,0,0.797,0.038,0
12622,New Delhi,Chennai,CC,GN,19,1,0,0,0.965,0.273,0
12839,Howrah,Chennai,2A,GN,30,27,2,0,0.944,0.072,0
12840,Chennai,Howrah,CC,GN,9,26,1,0,0.815,0.162,0
12621,Chennai,New Delhi,3A,GN,44,11,4,0,0.8,0.214,0
12008,Bengaluru,Chennai,2A,TQ,42,18,6,1,0.723,0.187,0
12008,Bengaluru,Chennai,3A,GN,41,6,0,0,0.576,0.152,0
12952,Delhi,Mumbai,3A,GN,49,22,2,0,0.815,0.221,1
12621,Chennai,New Delhi,2A,GN,38,16,2,0,0.632,0.189,1
12840,Chennai,Howrah,CC,GN,49,24,1,0,0.668,0.135,0
12007,Chennai,Bengaluru,CC,GN,35,30,2,0,0.94,0.03,1
12951,Mumbai,Delhi,3A,GN,22,4,4,0,0.731,0.27,1
12840,Chennai,Howrah,SL,GN,16,7,1,0,0.656,0.137,1
12621,Chennai,New Delhi,SL,GN,54,29,6,1,0.822,0.163,0
12007,Chennai,Bengaluru,2A,GN,33,18,5,1,0.771,0.092,0
12007,Chennai,Bengaluru,SL,GN,39,22,6,1,0.723,0.145,0
12621,Chennai,New Delhi,2A,GN,48,22,4,0,0.779,0.19,1
12952,Delhi,Mumbai,3A,GN,49,25,3,0,0.777,0.073,0
12840,Chennai,Howrah,2A,GN,51,2,1,0,0.972,0.239,0
12951,Mumbai,Delhi,3A,TQ,24,27,4,0,0.54,0.14,1
12951,Mumbai,Delhi,SL,GN,46,29,5,1,0.875,0.155,0
12951,Mumbai,Delhi,CC,GN,56,9,0,0,0.862,0.21,0
12622,New Delhi,Chennai,2A,GN,27,6,0,0,0.727,0.32,1
12008,Bengaluru,Chennai,3A,GN,59,7,5,1,0.682,0.179,0
12839,Howrah,Chennai,CC,GN,13,18,1,0,0.611,0.25,1
12951,Mumbai,Delhi,CC,GN,59,6,3,0,0.857,0.205,0
12840,Chennai,Howrah,CC,TQ,46,3,6,1,0.816,0.193,0
12952,Delhi,Mumbai,2A,GN,49,9,1,0,0.655,0.074,0
12952,Delhi,Mumbai,2A,GN,34,8,4,0,0.904,0.107,0
12621,Chennai,New Delhi,CC,GN,55,10,6,1,0.761,0.19,0
12007,Chennai,Bengaluru,CC,GN,11,10,0,0,0.819,0.121,0
12622,New Delhi,Chennai,2A,TQ,15,1,2,0,0.771,0.03,0
12008,Bengaluru,Chennai,SL,TQ,59,10,6,1,0.738,0.235,0
12008,Bengaluru,Chennai,SL,TQ,27,28,2,0,0.518,0.174,0
12840,Chennai,Howrah,SL,GN,21,27,2,0,0.827,0.24,0
12951,Mumbai,Delhi,2A,GN,29,10,5,1,0.73,0.257,0
12840,Chennai,Howrah,CC,GN,31,15,0,0,0.892,0.383,1
12008,Bengaluru,Chennai,SL,GN,30,17,0,0,0.737,0.101,1
12007,Chennai,Bengaluru,2A,GN,36,3,3,0,0.846,0.292,0
12951,Mumbai,Delhi,3A,GN,2,19,4,0,0.661,0.138,1
12952,Delhi,Mumbai,CC,GN,43,24,3,0,0.77,0.165,1
12622,New Delhi,Chennai,CC,GN,18,9,4,0,0.89,0.16,1
12008,Bengaluru,Chennai,CC,GN,59,21,0,0,0.651,0.03,0
12622,New Delhi,Chennai,SL,GN,57,6,5,1,0.702,0.297,0
12622,New Delhi,Chennai,SL,GN,21,3,4,0,0.835,0.138,0
